NAME,total_units_2000,state_fips,county_fips
"Ellis County, Oklahoma",2146,40,045
"Garfield County, Oklahoma",26047,40,047
"Garvin County, Oklahoma",12641,40,049
"Grady County, Oklahoma",19444,40,051
"Grant County, Oklahoma",2622,40,053
"Greer County, Oklahoma",2788,40,055
"Harmon County, Oklahoma",1647,40,057
"Harper County, Oklahoma",1863,40,059
"Haskell County, Oklahoma",5573,40,061
"Hughes County, Oklahoma",6237,40,063
"Jackson County, Oklahoma",12377,40,065
"Jefferson County, Oklahoma",3373,40,067
"Johnston County, Oklahoma",4782,40,069
"Kay County, Oklahoma",21804,40,071
"Kingfisher County, Oklahoma",5879,40,073
"Kiowa County, Oklahoma",5304,40,075
"Latimer County, Oklahoma",4709,40,077
"Le Flore County, Oklahoma",20142,40,079
"Lincoln County, Oklahoma",13712,40,081
"Logan County, Oklahoma",13906,40,083
"Love County, Oklahoma",4066,40,085
"McClain County, Oklahoma",11189,40,087
"McCurtain County, Oklahoma",15427,40,089
"McIntosh County, Oklahoma",12640,40,091
"Major County, Oklahoma",3540,40,093
"Marshall County, Oklahoma",8517,40,095
"Mayes County, Oklahoma",17423,40,097
"Murray County, Oklahoma",6479,40,099
"Muskogee County, Oklahoma",29575,40,101
"Noble County, Oklahoma",5082,40,103
"Nowata County, Oklahoma",4705,40,105
"Okfuskee County, Oklahoma",5114,40,107
"Oklahoma County, Oklahoma",295020,40,109
"Okmulgee County, Oklahoma",17316,40,111
"Osage County, Oklahoma",18826,40,113
"Ottawa County, Oklahoma",14842,40,115
"Pawnee County, Oklahoma",7464,40,117
"Payne County, Oklahoma",29326,40,119
"Pittsburg County, Oklahoma",21520,40,121
"Pontotoc County, Oklahoma",15575,40,123
"Pottawatomie County, Oklahoma",27302,40,125
"Pushmataha County, Oklahoma",5795,40,127
"Roger Mills County, Oklahoma",1749,40,129
"Rogers County, Oklahoma",27476,40,131
"Seminole County, Oklahoma",11146,40,133
"Sequoyah County, Oklahoma",16940,40,135
"Stephens County, Oklahoma",19854,40,137
"Texas County, Oklahoma",8014,40,139
"Tillman County, Oklahoma",4342,40,141
"Tulsa County, Oklahoma",243953,40,143
"Wagoner County, Oklahoma",23174,40,145
"Washington County, Oklahoma",22250,40,147
"Washita County, Oklahoma",5452,40,149
"Woods County, Oklahoma",4492,40,151
"Woodward County, Oklahoma",8341,40,153
"Baker County, Oregon",8402,41,001
"Benton County, Oregon",31980,41,003
"Clackamas County, Oregon",136954,41,005
"Clatsop County, Oregon",19685,41,007
"Columbia County, Oregon",17572,41,009
"Coos County, Oregon",29247,41,011
"Crook County, Oregon",8264,41,013
"Curry County, Oregon",11406,41,015
"Deschutes County, Oregon",54583,41,017
"Douglas County, Oregon",43284,41,019
"Gilliam County, Oregon",1043,41,021
"Grant County, Oregon",4004,41,023
"Harney County, Oregon",3533,41,025
"Hood River County, Oregon",7818,41,027
"Jackson County, Oregon",75737,41,029
"Jefferson County, Oregon",8319,41,031
"Josephine County, Oregon",33239,41,033
"Klamath County, Oregon",28883,41,035
"Lake County, Oregon",3999,41,037
"Lane County, Oregon",138946,41,039
"Lincoln County, Oregon",26889,41,041
"Linn County, Oregon",42521,41,043
"Malheur County, Oregon",11233,41,045
"Marion County, Oregon",108174,41,047
"Morrow County, Oregon",4276,41,049
"Multnomah County, Oregon",288561,41,051
"Polk County, Oregon",24461,41,053
"Sherman County, Oregon",935,41,055
"Tillamook County, Oregon",15906,41,057
"Umatilla County, Oregon",27676,41,059
"Union County, Oregon",10603,41,061
"Wallowa County, Oregon",3900,41,063
"Wasco County, Oregon",10651,41,065
"Washington County, Oregon",178913,41,067
"Wheeler County, Oregon",842,41,069
"Yamhill County, Oregon",30270,41,071
"Adams County, Pennsylvania",35831,42,001
"Allegheny County, Pennsylvania",583646,42,003
"Armstrong County, Pennsylvania",32387,42,005
"Beaver County, Pennsylvania",77765,42,007
"Bedford County, Pennsylvania",23529,42,009
"Berks County, Pennsylvania",150222,42,011
"Blair County, Pennsylvania",55061,42,013
"Bradford County, Pennsylvania",28664,42,015
"Bucks County, Pennsylvania",225498,42,017
"Butler County, Pennsylvania",69868,42,019
"Cambria County, Pennsylvania",65796,42,021
"Cameron County, Pennsylvania",4592,42,023
"Carbon County, Pennsylvania",30492,42,025
"Centre County, Pennsylvania",53161,42,027
"Chester County, Pennsylvania",163773,42,029
"Clarion County, Pennsylvania",19426,42,031
"Clearfield County, Pennsylvania",37855,42,033
"Clinton County, Pennsylvania",18166,42,035
"Columbia County, Pennsylvania",27733,42,037
"Crawford County, Pennsylvania",42416,42,039
"Cumberland County, Pennsylvania",86951,42,041
"Dauphin County, Pennsylvania",111133,42,043
"Delaware County, Pennsylvania",216978,42,045
"Elk County, Pennsylvania",18115,42,047
"Erie County, Pennsylvania",114322,42,049
"Fayette County, Pennsylvania",66490,42,051
"Forest County, Pennsylvania",8701,42,053
"Franklin County, Pennsylvania",53803,42,055
"Fulton County, Pennsylvania",6790,42,057
"Greene County, Pennsylvania",16678,42,059
"Huntingdon County, Pennsylvania",21058,42,061
"Indiana County, Pennsylvania",37250,42,063
"Jefferson County, Pennsylvania",22104,42,065
"Juniata County, Pennsylvania",10031,42,067
"Lackawanna County, Pennsylvania",95362,42,069
"Lancaster County, Pennsylvania",179990,42,071
"Lawrence County, Pennsylvania",39635,42,073
"Lebanon County, Pennsylvania",49320,42,075
"Lehigh County, Pennsylvania",128910,42,077
"Luzerne County, Pennsylvania",144686,42,079
"Lycoming County, Pennsylvania",52464,42,081
"McKean County, Pennsylvania",21644,42,083
"Mercer County, Pennsylvania",49859,42,085
"Mifflin County, Pennsylvania",20745,42,087
"Monroe County, Pennsylvania",67581,42,089
"Montgomery County, Pennsylvania",297434,42,091
"Montour County, Pennsylvania",7627,42,093
"Northampton County, Pennsylvania",106710,42,095
"Northumberland County, Pennsylvania",43164,42,097
"Perry County, Pennsylvania",18941,42,099
"Philadelphia County, Pennsylvania",661958,42,101
"Pike County, Pennsylvania",34681,42,103
"Potter County, Pennsylvania",12159,42,105
"Schuylkill County, Pennsylvania",67806,42,107
"Snyder County, Pennsylvania",14890,42,109
"Somerset County, Pennsylvania",37163,42,111
"Sullivan County, Pennsylvania",6017,42,113
"Susquehanna County, Pennsylvania",21829,42,115
"Tioga County, Pennsylvania",19893,42,117
"Union County, Pennsylvania",14684,42,119
"Venango County, Pennsylvania",26904,42,121
"Warren County, Pennsylvania",23058,42,123
"Washington County, Pennsylvania",87267,42,125
"Wayne County, Pennsylvania",30593,42,127
"Westmoreland County, Pennsylvania",161058,42,129
"Wyoming County, Pennsylvania",12713,42,131
"York County, Pennsylvania",156720,42,133
"Bristol County, Rhode Island",19881,44,001
"Kent County, Rhode Island",70365,44,003
"Newport County, Rhode Island",39561,44,005
"Providence County, Rhode Island",253214,44,007
"Washington County, Rhode Island",56816,44,009
"Abbeville County, South Carolina",11656,45,001
"Aiken County, South Carolina",61987,45,003
"Allendale County, South Carolina",4568,45,005
"Anderson County, South Carolina",73213,45,007
"Bamberg County, South Carolina",7130,45,009
"Barnwell County, South Carolina",10191,45,011
"Beaufort County, South Carolina",60509,45,013
"Berkeley County, South Carolina",54717,45,015
"Calhoun County, South Carolina",6864,45,017
"Charleston County, South Carolina",141031,45,019
"Cherokee County, South Carolina",22400,45,021
"Chester County, South Carolina",14374,45,023
"Chesterfield County, South Carolina",18818,45,025
"Clarendon County, South Carolina",15303,45,027
"Colleton County, South Carolina",18129,45,029
"Darlington County, South Carolina",28942,45,031
"Dillon County, South Carolina",12679,45,033
"Dorchester County, South Carolina",37237,45,035
"Edgefield County, South Carolina",9223,45,037
"Fairfield County, South Carolina",10383,45,039
"Florence County, South Carolina",51836,45,041
"Georgetown County, South Carolina",28282,45,043
"Greenville County, South Carolina",162803,45,045
"Greenwood County, South Carolina",28243,45,047
"Hampton County, South Carolina",8582,45,049
"Horry County, South Carolina",122085,45,051
"Jasper County, South Carolina",7928,45,053
"Kershaw County, South Carolina",22683,45,055
"Lancaster County, South Carolina",24962,45,057
"Laurens County, South Carolina",30239,45,059
"Lee County, South Carolina",7670,45,061
"Lexington County, South Carolina",90978,45,063
"McCormick County, South Carolina",4459,45,065
"Marion County, South Carolina",15143,45,067
"Marlboro County, South Carolina",11894,45,069
"Newberry County, South Carolina",16805,45,071
"Oconee County, South Carolina",32383,45,073
"Orangeburg County, South Carolina",39304,45,075
"Pickens County, South Carolina",46000,45,077
"Richland County, South Carolina",129793,45,079
"Saluda County, South Carolina",8543,45,081
"Spartanburg County, South Carolina",106986,45,083
"Sumter County, South Carolina",41751,45,085
"Union County, South Carolina",13351,45,087
"Williamsburg County, South Carolina",15552,45,089
"York County, South Carolina",66061,45,091
"Aurora County, South Dakota",1298,46,003
"Beadle County, South Dakota",8206,46,005
"Bennett County, South Dakota",1278,46,007
"Bon Homme County, South Dakota",3007,46,009
"Brookings County, South Dakota",11576,46,011
"Brown County, South Dakota",15861,46,013
"Brule County, South Dakota",2272,46,015
"Buffalo County, South Dakota",602,46,017
"Butte County, South Dakota",4059,46,019
"Campbell County, South Dakota",962,46,021
"Charles Mix County, South Dakota",3853,46,023
"Clark County, South Dakota",1880,46,025
"Clay County, South Dakota",5438,46,027
"Codington County, South Dakota",11324,46,029
"Corson County, South Dakota",1536,46,031
"Custer County, South Dakota",3624,46,033
"Davison County, South Dakota",8093,46,035
"Day County, South Dakota",3618,46,037
"Deuel County, South Dakota",2172,46,039
"Dewey County, South Dakota",2133,46,041
"Douglas County, South Dakota",1453,46,043
"Edmunds County, South Dakota",2022,46,045
"Fall River County, South Dakota",3812,46,047
"Faulk County, South Dakota",1235,46,049
"Grant County, South Dakota",3456,46,051
"Gregory County, South Dakota",2405,46,053
"Haakon County, South Dakota",1002,46,055
"Hamlin County, South Dakota",2626,46,057
"Hand County, South Dakota",1840,46,059
"Hanson County, South Dakota",1218,46,061
"Harding County, South Dakota",804,46,063
"Hughes County, South Dakota",7055,46,065
"Hutchinson County, South Dakota",3517,46,067
"Hyde County, South Dakota",769,46,069
"Jackson County, South Dakota",1173,46,071
"Jerauld County, South Dakota",1167,46,073
"Jones County, South Dakota",614,46,075
"Kingsbury County, South Dakota",2724,46,077
"Lake County, South Dakota",5282,46,079
"Lawrence County, South Dakota",10427,46,081
"Lincoln County, South Dakota",9131,46,083
"Lyman County, South Dakota",1636,46,085
"McCook County, South Dakota",2383,46,087
"McPherson County, South Dakota",1465,46,089
"Marshall County, South Dakota",2562,46,091
"Meade County, South Dakota",10149,46,093
"Mellette County, South Dakota",824,46,095
"Miner County, South Dakota",1408,46,097
"Minnehaha County, South Dakota",60237,46,099
"Moody County, South Dakota",2745,46,101
"Pennington County, South Dakota",37249,46,103
"Perkins County, South Dakota",1854,46,105
"Potter County, South Dakota",1760,46,107
"Roberts County, South Dakota",4734,46,109
"Sanborn County, South Dakota",1220,46,111
"Shannon County, South Dakota",3123,46,113
"Spink County, South Dakota",3352,46,115
"Stanley County, South Dakota",1277,46,117
"Sully County, South Dakota",844,46,119
"Todd County, South Dakota",2766,46,121
"Tripp County, South Dakota",3036,46,123
"Turner County, South Dakota",3852,46,125
"Union County, South Dakota",5345,46,127
"Walworth County, South Dakota",3144,46,129
"Yankton County, South Dakota",8840,46,135
"Ziebach County, South Dakota",879,46,137
"Anderson County, Tennessee",32451,47,001
"Bedford County, Tennessee",14990,47,003
"Benton County, Tennessee",8595,47,005
"Bledsoe County, Tennessee",5142,47,007
"Blount County, Tennessee",47059,47,009
"Bradley County, Tennessee",36820,47,011
"Campbell County, Tennessee",18527,47,013
"Cannon County, Tennessee",5420,47,015
"Carroll County, Tennessee",13057,47,017
"Carter County, Tennessee",25920,47,019
"Cheatham County, Tennessee",13508,47,021
"Chester County, Tennessee",6178,47,023
"Claiborne County, Tennessee",13262,47,025
"Clay County, Tennessee",3959,47,027
"Cocke County, Tennessee",15844,47,029
"Coffee County, Tennessee",20746,47,031
"Crockett County, Tennessee",6138,47,033
"Cumberland County, Tennessee",22442,47,035
"Davidson County, Tennessee",252977,47,037
"Decatur County, Tennessee",6448,47,039
"DeKalb County, Tennessee",8409,47,041
"Dickson County, Tennessee",17614,47,043
"Dyer County, Tennessee",16123,47,045
"Fayette County, Tennessee",11214,47,047
"Fentress County, Tennessee",7598,47,049
"Franklin County, Tennessee",16813,47,051
"Gibson County, Tennessee",21059,47,053
"Giles County, Tennessee",13113,47,055
"Grainger County, Tennessee",9732,47,057
"Greene County, Tennessee",28116,47,059
"Grundy County, Tennessee",6282,47,061
"Hamblen County, Tennessee",24693,47,063
"Hamilton County, Tennessee",134692,47,065
"Hancock County, Tennessee",3280,47,067
"Hardeman County, Tennessee",10694,47,069
"Hardin County, Tennessee",12807,47,071
"Hawkins County, Tennessee",24416,47,073
"Haywood County, Tennessee",8086,47,075
"Henderson County, Tennessee",11446,47,077
"Henry County, Tennessee",15783,47,079
"Hickman County, Tennessee",8904,47,081
"Houston County, Tennessee",3901,47,083
"Humphreys County, Tennessee",8482,47,085
"Jackson County, Tennessee",5163,47,087
"Jefferson County, Tennessee",19319,47,089
"Johnson County, Tennessee",7879,47,091
"Knox County, Tennessee",171439,47,093
"Lake County, Tennessee",2716,47,095
"Lauderdale County, Tennessee",10563,47,097
"Lawrence County, Tennessee",16821,47,099
"Lewis County, Tennessee",4821,47,101
"Lincoln County, Tennessee",13999,47,103
"Loudon County, Tennessee",17277,47,105
"McMinn County, Tennessee",21626,47,107
"McNairy County, Tennessee",11219,47,109
"Macon County, Tennessee",8894,47,111
"Madison County, Tennessee",38205,47,113
"Marion County, Tennessee",12140,47,115
"Marshall County, Tennessee",11181,47,117
"Maury County, Tennessee",28674,47,119
"Meigs County, Tennessee",5188,47,121
"Monroe County, Tennessee",17287,47,123
"Montgomery County, Tennessee",52167,47,125
"Moore County, Tennessee",2515,47,127
"Morgan County, Tennessee",7714,47,129
"Obion County, Tennessee",14489,47,131
"Overton County, Tennessee",9168,47,133
"Perry County, Tennessee",4115,47,135
"Pickett County, Tennessee",2956,47,137
"Polk County, Tennessee",7369,47,139
"Putnam County, Tennessee",26916,47,141
"Rhea County, Tennessee",12565,47,143
"Roane County, Tennessee",23369,47,145
"Robertson County, Tennessee",20995,47,147
"Rutherford County, Tennessee",70616,47,149
"Scott County, Tennessee",8909,47,151
"Sequatchie County, Tennessee",4916,47,153
"Sevier County, Tennessee",37252,47,155
"Shelby County, Tennessee",362954,47,157
"Smith County, Tennessee",7665,47,159
"Stewart County, Tennessee",5977,47,161
"Sullivan County, Tennessee",69052,47,163
"Sumner County, Tennessee",51657,47,165
"Tipton County, Tennessee",19064,47,167
"Trousdale County, Tennessee",3095,47,169
"Unicoi County, Tennessee",8214,47,171
"Union County, Tennessee",7916,47,173
"Van Buren County, Tennessee",2453,47,175
"Warren County, Tennessee",16689,47,177
"Washington County, Tennessee",47779,47,179
"Wayne County, Tennessee",6701,47,181
"Weakley County, Tennessee",14928,47,183
"White County, Tennessee",10191,47,185
"Williamson County, Tennessee",47005,47,187
"Wilson County, Tennessee",34921,47,189
"Anderson County, Texas",18436,48,001
"Andrews County, Texas",5400,48,003
"Angelina County, Texas",32435,48,005
"Aransas County, Texas",12848,48,007
"Archer County, Texas",3871,48,009
"Armstrong County, Texas",920,48,011
"Atascosa County, Texas",14883,48,013
"Austin County, Texas",10205,48,015
"Bailey County, Texas",2738,48,017
"Bandera County, Texas",9503,48,019
"Bastrop County, Texas",22254,48,021
"Baylor County, Texas",2820,48,023
"Bee County, Texas",10939,48,025
"Bell County, Texas",92782,48,027
"Bexar County, Texas",521359,48,029
"Blanco County, Texas",4031,48,031
"Borden County, Texas",435,48,033
"Bosque County, Texas",8644,48,035
"Bowie County, Texas",36463,48,037
"Brazoria County, Texas",90628,48,039
"Brazos County, Texas",59023,48,041
"Brewster County, Texas",4614,48,043
"Briscoe County, Texas",1006,48,045
"Brooks County, Texas",3203,48,047
"Brown County, Texas",17889,48,049
"Burleson County, Texas",8197,48,051
"Burnet County, Texas",15933,48,053
"Caldwell County, Texas",11901,48,055
"Calhoun County, Texas",10238,48,057
"Callahan County, Texas",5925,48,059
"Cameron County, Texas",119654,48,061
"Camp County, Texas",5228,48,063
"Carson County, Texas",2815,48,065
"Cass County, Texas",13890,48,067
"Castro County, Texas",3198,48,069
"Chambers County, Texas",10336,48,071
"Cherokee County, Texas",19173,48,073
"Childress County, Texas",3059,48,075
"Clay County, Texas",4992,48,077
"Cochran County, Texas",1587,48,079
"Coke County, Texas",2843,48,081
"Coleman County, Texas",5248,48,083
"Collin County, Texas",194892,48,085
"Collingsworth County, Texas",1723,48,087
"Colorado County, Texas",9431,48,089
"Comal County, Texas",32718,48,091
"Comanche County, Texas",7105,48,093
"Concho County, Texas",1488,48,095
"Cooke County, Texas",15061,48,097
"Coryell County, Texas",21776,48,099
"Cottle County, Texas",1088,48,101
"Crane County, Texas",1596,48,103
"Crockett County, Texas",2049,48,105
"Crosby County, Texas",3202,48,107
"Culberson County, Texas",1321,48,109
"Dallam County, Texas",2697,48,111
"Dallas County, Texas",854119,48,113
"Dawson County, Texas",5500,48,115
"Deaf Smith County, Texas",6914,48,117
"Delta County, Texas",2410,48,119
"Denton County, Texas",168069,48,121
"DeWitt County, Texas",8756,48,123
"Dickens County, Texas",1368,48,125
"Dimmit County, Texas",4112,48,127
"Donley County, Texas",2378,48,129
"Duval County, Texas",5543,48,131
"Eastland County, Texas",9547,48,133
"Ector County, Texas",49500,48,135
"Edwards County, Texas",1217,48,137
"Ellis County, Texas",39071,48,139
"El Paso County, Texas",224447,48,141
"Erath County, Texas",14422,48,143
"Falls County, Texas",7658,48,145
"Fannin County, Texas",12887,48,147
"Fayette County, Texas",11113,48,149
"Fisher County, Texas",2277,48,151
"Floyd County, Texas",3221,48,153
"Foard County, Texas",850,48,155
"Fort Bend County, Texas",115991,48,157
"Franklin County, Texas",5132,48,159
"Freestone County, Texas",8138,48,161
"Frio County, Texas",5660,48,163
"Gaines County, Texas",5410,48,165
"Galveston County, Texas",111733,48,167
"Garza County, Texas",1928,48,169
"Gillespie County, Texas",9902,48,171
"Glasscock County, Texas",660,48,173
"Goliad County, Texas",3426,48,175
"Gonzales County, Texas",8194,48,177
"Gray County, Texas",10567,48,179
"Grayson County, Texas",48315,48,181
"Gregg County, Texas",46349,48,183
"Grimes County, Texas",9490,48,185
"Guadalupe County, Texas",33585,48,187
"Hale County, Texas",13526,48,189
"Hall County, Texas",1988,48,191
"Hamilton County, Texas",4455,48,193
"Hansford County, Texas",2329,48,195
"Hardeman County, Texas",2358,48,197
"Hardin County, Texas",19836,48,199
"Harris County, Texas",1298130,48,201
"Harrison County, Texas",26271,48,203
"Hartley County, Texas",1760,48,205
"Haskell County, Texas",3555,48,207
"Hays County, Texas",35643,48,209
"Hemphill County, Texas",1548,48,211
"Henderson County, Texas",35935,48,213
"Hidalgo County, Texas",192658,48,215
"Hill County, Texas",14624,48,217
"Hockley County, Texas",9148,48,219
"Hood County, Texas",19105,48,221
"Hopkins County, Texas",14020,48,223
"Houston County, Texas",10730,48,225
"Howard County, Texas",13589,48,227
"Hudspeth County, Texas",1471,48,229
"Hunt County, Texas",32490,48,231
"Hutchinson County, Texas",10871,48,233
"Irion County, Texas",914,48,235
"Jack County, Texas",3668,48,237
"Jackson County, Texas",6545,48,239
"Jasper County, Texas",16576,48,241
"Jeff Davis County, Texas",1420,48,243
"Jefferson County, Texas",102080,48,245
"Jim Hogg County, Texas",2308,48,247
"Jim Wells County, Texas",14819,48,249
"Johnson County, Texas",46269,48,251
"Jones County, Texas",7236,48,253
"Karnes County, Texas",5479,48,255
"Kaufman County, Texas",26133,48,257
"Kendall County, Texas",9609,48,259
"Kenedy County, Texas",281,48,261
"Kent County, Texas",551,48,263
"Kerr County, Texas",20228,48,265
"Kimble County, Texas",2996,48,267
"King County, Texas",174,48,269
"Kinney County, Texas",1907,48,271
"Kleberg County, Texas",12743,48,273
"Knox County, Texas",2129,48,275
"Lamar County, Texas",21113,48,277
"Lamb County, Texas",6294,48,279
"Lampasas County, Texas",7601,48,281
"La Salle County, Texas",2436,48,283
"Lavaca County, Texas",9657,48,285
"Lee County, Texas",6851,48,287
"Leon County, Texas",8299,48,289
"Liberty County, Texas",26359,48,291
"Limestone County, Texas",9725,48,293
"Lipscomb County, Texas",1541,48,295
"Live Oak County, Texas",6196,48,297
"Llano County, Texas",11829,48,299
"Loving County, Texas",70,48,301
"Lubbock County, Texas",100595,48,303
"Lynn County, Texas",2671,48,305
"McCulloch County, Texas",4184,48,307
"McLennan County, Texas",84795,48,309
"McMullen County, Texas",587,48,311
"Madison County, Texas",4797,48,313
"Marion County, Texas",6384,48,315
"Martin County, Texas",1898,48,317
"Mason County, Texas",2372,48,319
"Matagorda County, Texas",18611,48,321
"Maverick County, Texas",14889,48,323
"Medina County, Texas",14826,48,325
"Menard County, Texas",1607,48,327
"Midland County, Texas",48060,48,329
"Milam County, Texas",10866,48,331
"Mills County, Texas",2691,48,333
"Mitchell County, Texas",4168,48,335
"Montague County, Texas",9862,48,337
"Montgomery County, Texas",112770,48,339
"Moore County, Texas",7478,48,341
"Morris County, Texas",6017,48,343
"Motley County, Texas",839,48,345
"Nacogdoches County, Texas",25051,48,347
"Navarro County, Texas",18449,48,349
"Newton County, Texas",7331,48,351
"Nolan County, Texas",7112,48,353
"Nueces County, Texas",123041,48,355
"Ochiltree County, Texas",3769,48,357
"Oldham County, Texas",815,48,359
"Orange County, Texas",34781,48,361
"Palo Pinto County, Texas",14102,48,363
"Panola County, Texas",10524,48,365
"Parker County, Texas",34084,48,367
"Parmer County, Texas",3732,48,369
"Pecos County, Texas",6338,48,371
"Polk County, Texas",21177,48,373
"Potter County, Texas",44598,48,375
"Presidio County, Texas",3299,48,377
"Rains County, Texas",4523,48,379
"Randall County, Texas",43261,48,381
"Reagan County, Texas",1452,48,383
"Real County, Texas",2007,48,385
"Red River County, Texas",6916,48,387
"Reeves County, Texas",5043,48,389
"Refugio County, Texas",3669,48,391
"Roberts County, Texas",449,48,393
"Robertson County, Texas",7874,48,395
"Rockwall County, Texas",15351,48,397
"Runnels County, Texas",5400,48,399
"Rusk County, Texas",19867,48,401
"Sabine County, Texas",7659,48,403
"San Augustine County, Texas",5356,48,405
"San Jacinto County, Texas",11520,48,407
"San Patricio County, Texas",24864,48,409
"San Saba County, Texas",2951,48,411
"Schleicher County, Texas",1371,48,413
"Scurry County, Texas",7112,48,415
"Shackelford County, Texas",1613,48,417
"Shelby County, Texas",11955,48,419
"Sherman County, Texas",1275,48,421
"Smith County, Texas",71701,48,423
"Somervell County, Texas",2750,48,425
"Starr County, Texas",17589,48,427
"Stephens County, Texas",4893,48,429
"Sterling County, Texas",633,48,431
"Stonewall County, Texas",936,48,433
"Sutton County, Texas",1998,48,435
"Swisher County, Texas",3315,48,437
"Tarrant County, Texas",565830,48,439
"Taylor County, Texas",52056,48,441
"Terrell County, Texas",991,48,443
"Terry County, Texas",5087,48,445
"Throckmorton County, Texas",1066,48,447
"Titus County, Texas",10675,48,449
"Tom Green County, Texas",43916,48,451
"Travis County, Texas",335881,48,453
"Trinity County, Texas",8141,48,455
"Tyler County, Texas",10419,48,457
"Upshur County, Texas",14930,48,459
"Upton County, Texas",1609,48,461
"Uvalde County, Texas",10166,48,463
"Val Verde County, Texas",16288,48,465
"Van Zandt County, Texas",20896,48,467
"Victoria County, Texas",32945,48,469
"Walker County, Texas",21099,48,471
"Waller County, Texas",11955,48,473
"Ward County, Texas",4832,48,475
"Washington County, Texas",13241,48,477
"Webb County, Texas",55206,48,479
"Wharton County, Texas",16606,48,481
"Wheeler County, Texas",2687,48,483
"Wichita County, Texas",53304,48,485
"Wilbarger County, Texas",6371,48,487
"Willacy County, Texas",6727,48,489
"Williamson County, Texas",90325,48,491
"Wilson County, Texas",12110,48,493
"Winkler County, Texas",3214,48,495
"Wise County, Texas",19242,48,497
"Wood County, Texas",17939,48,499
"Yoakum County, Texas",2974,48,501
"Young County, Texas",8504,48,503
"Zapata County, Texas",6167,48,505
"Zavala County, Texas",4075,48,507
"Beaver County, Utah",2660,49,001
"Box Elder County, Utah",14209,49,003
"Cache County, Utah",29035,49,005
"Carbon County, Utah",8741,49,007
"Daggett County, Utah",1084,49,009
"Davis County, Utah",74114,49,011
"Duchesne County, Utah",6988,49,013
"Emery County, Utah",4093,49,015
"Garfield County, Utah",2767,49,017
"Grand County, Utah",4062,49,019
"Iron County, Utah",13618,49,021
"Juab County, Utah",2810,49,023
"Kane County, Utah",3767,49,025
"Millard County, Utah",4522,49,027
"Morgan County, Utah",2158,49,029
"Piute County, Utah",745,49,031
"Rich County, Utah",2408,49,033
"Salt Lake County, Utah",310988,49,035
"San Juan County, Utah",5449,49,037
"Sanpete County, Utah",7879,49,039
"Sevier County, Utah",7016,49,041
"Summit County, Utah",17489,49,043
"Tooele County, Utah",13812,49,045
"Uintah County, Utah",9040,49,047
"Utah County, Utah",104315,49,049
"Wasatch County, Utah",6564,49,051
"Washington County, Utah",36478,49,053
"Wayne County, Utah",1329,49,055
"Weber County, Utah",70454,49,057
"Addison County, Vermont",15312,50,001
"Bennington County, Vermont",19403,50,003
"Caledonia County, Vermont",14504,50,005
"Chittenden County, Vermont",58864,50,007
"Essex County, Vermont",4762,50,009
"Franklin County, Vermont",19191,50,011
"Grand Isle County, Vermont",4663,50,013
"Lamoille County, Vermont",11009,50,015
"Orange County, Vermont",13386,50,017
"Orleans County, Vermont",14673,50,019
"Rutland County, Vermont",32311,50,021
"Washington County, Vermont",27644,50,023
"Windham County, Vermont",27039,50,025
"Windsor County, Vermont",31621,50,027
"Accomack County, Virginia",19550,51,001
"Albemarle County, Virginia",33720,51,003
"Alleghany County, Virginia",5812,51,005
"Amelia County, Virginia",4609,51,007
"Amherst County, Virginia",12958,51,009
"Appomattox County, Virginia",5828,51,011
"Arlington County, Virginia",90426,51,013
"Augusta County, Virginia",26738,51,015
"Bath County, Virginia",2896,51,017
"Bedford County, Virginia",26841,51,019
"Bland County, Virginia",3161,51,021
"Botetourt County, Virginia",12571,51,023
"Brunswick County, Virginia",7541,51,025
"Buchanan County, Virginia",11887,51,027
"Buckingham County, Virginia",6290,51,029
"Campbell County, Virginia",22088,51,031
"Caroline County, Virginia",8889,51,033
"Carroll County, Virginia",14680,51,035
"Charles City County, Virginia",2895,51,036
"Charlotte County, Virginia",5734,51,037
"Chesterfield County, Virginia",97707,51,041
"Clarke County, Virginia",5388,51,043
"Craig County, Virginia",2554,51,045
"Culpeper County, Virginia",12871,51,047
"Cumberland County, Virginia",4085,51,049
"Dickenson County, Virginia",7684,51,051
"Dinwiddie County, Virginia",9707,51,053
"Essex County, Virginia",4926,51,057
"Fairfax County, Virginia",359411,51,059
"Fauquier County, Virginia",21046,51,061
"Floyd County, Virginia",6763,51,063
"Fluvanna County, Virginia",8018,51,065
"Franklin County, Virginia",22717,51,067
"Frederick County, Virginia",23319,51,069
"Giles County, Virginia",7732,51,071
"Gloucester County, Virginia",14494,51,073
"Goochland County, Virginia",6555,51,075
"Grayson County, Virginia",9123,51,077
"Greene County, Virginia",5986,51,079
"Greensville County, Virginia",3765,51,081
"Halifax County, Virginia",16953,51,083
"Hanover County, Virginia",32196,51,085
"Henrico County, Virginia",112570,51,087
"Henry County, Virginia",25921,51,089
"Highland County, Virginia",1822,51,091
"Isle of Wight County, Virginia",12066,51,093
"James City County, Virginia",20772,51,095
"King and Queen County, Virginia",3010,51,097
"King George County, Virginia",6820,51,099
"King William County, Virginia",5189,51,101
"Lancaster County, Virginia",6498,51,103
"Lee County, Virginia",11086,51,105
"Loudoun County, Virginia",62160,51,107
"Louisa County, Virginia",11855,51,109
"Lunenburg County, Virginia",5736,51,111
"Madison County, Virginia",5239,51,113
